date,open,close,high,low,volume,volume.1
2022-06-02,4.69,4.71,4.71,4.64,55350.0,55350.0
2022-06-06,4.7,4.73,4.76,4.67,71455.0,71455.0
2022-06-07,4.74,4.71,4.8,4.68,61588.0,61588.0
2022-06-08,4.68,4.65,4.73,4.55,87000.0,87000.0
2022-06-09,4.66,4.55,4.69,4.49,76576.0,76576.0
2022-06-10,4.53,4.68,4.7,4.5,64772.0,64772.0
2022-06-13,4.61,4.64,4.72,4.6,53461.0,53461.0
2022-06-14,4.63,4.68,4.69,4.52,82185.0,82185.0
2022-06-15,4.66,4.66,4.82,4.64,96689.0,96689.0
2022-06-16,4.71,4.6,4.72,4.55,93177.0,93177.0
2022-06-17,4.59,4.61,4.66,4.53,74912.0,74912.0
2022-06-20,4.7,5.07,5.07,4.69,171873.0,171873.0
2022-06-21,5.27,5.01,5.58,4.95,709091.0,709091.0
2022-06-22,4.98,5.09,5.25,4.95,422449.0,422449.0
2022-06-23,5.02,5.16,5.29,4.98,350821.0,350821.0
2022-06-24,5.17,5.29,5.36,5.11,331163.0,331163.0
2022-06-27,5.4,5.27,5.42,5.17,241979.0,241979.0
2022-06-28,5.27,5.38,5.58,5.24,272088.0,272088.0
2022-06-29,5.35,5.13,5.39,5.12,275863.0,275863.0
2022-06-30,5.13,5.15,5.21,5.09,171639.0,171639.0
2022-07-01,5.19,5.17,5.24,5.11,114699.0,114699.0
2022-07-04,5.12,5.22,5.25,5.03,138138.0,138138.0
2022-07-05,5.19,5.19,5.27,5.16,101409.0,101409.0
2022-07-06,5.16,5.19,5.24,5.09,136672.0,136672.0
2022-07-07,5.17,5.35,5.37,5.14,231415.0,231415.0
2022-07-08,5.35,5.34,5.48,5.33,179782.0,179782.0
2022-07-11,5.37,5.36,5.37,5.23,147556.0,147556.0
2022-07-12,5.34,5.19,5.34,5.16,122371.0,122371.0
2022-07-13,5.18,5.36,5.37,5.17,157130.0,157130.0
2022-07-14,5.34,5.49,5.63,5.33,292157.0,292157.0
2022-07-15,5.58,5.58,5.75,5.48,419403.0,419403.0
2022-07-18,5.65,5.66,5.68,5.52,288777.0,288777.0
2022-07-19,5.64,5.9,6.08,5.62,544652.0,544652.0
2022-07-20,5.97,5.92,6.04,5.73,390458.0,390458.0
2022-07-21,5.87,5.81,5.93,5.79,267885.0,267885.0
2022-07-22,5.75,5.82,5.92,5.73,210852.0,210852.0
2022-07-25,5.82,5.56,5.82,5.53,254796.0,254796.0
2022-07-26,5.58,5.68,5.71,5.48,202750.0,202750.0
2022-07-27,5.65,5.75,5.75,5.6,159427.0,159427.0
2022-07-28,5.73,5.73,5.86,5.71,145285.0,145285.0
2022-07-29,5.72,6.0,6.01,5.71,381065.0,381065.0
2022-08-01,6.0,5.9,6.0,5.76,325304.0,325304.0
2022-08-02,5.83,5.65,5.84,5.58,275711.0,275711.0
2022-08-03,5.72,5.48,5.83,5.44,283867.0,283867.0
2022-08-04,5.47,5.58,5.69,5.46,173269.0,173269.0
2022-08-05,5.58,5.62,5.77,5.5,228032.0,228032.0
2022-08-08,5.61,5.66,5.71,5.48,153585.0,153585.0
2022-08-09,5.66,5.6,5.71,5.53,189396.0,189396.0
2022-08-10,5.58,5.51,5.59,5.49,187170.0,187170.0
2022-08-11,5.53,5.6,5.67,5.46,244473.0,244473.0
2022-08-12,5.56,5.55,5.73,5.53,192529.0,192529.0
2022-08-15,5.56,5.61,5.64,5.55,169430.0,169430.0
2022-08-16,5.64,5.83,6.0,5.63,365225.0,365225.0
2022-08-17,5.85,5.9,5.92,5.8,209931.0,209931.0
2022-08-18,5.89,5.97,6.02,5.85,317577.0,317577.0
2022-08-19,6.01,6.12,6.24,5.93,494168.0,494168.0
2022-08-22,6.18,6.04,6.37,5.97,399619.0,399619.0
2022-08-23,6.0,6.17,6.26,5.93,337326.0,337326.0
2022-08-24,6.18,5.95,6.32,5.9,339713.0,339713.0
2022-08-25,6.0,5.8,6.03,5.69,264574.0,264574.0
2022-08-26,5.83,5.82,5.97,5.76,214809.0,214809.0
2022-08-29,5.64,5.8,5.84,5.55,231015.0,231015.0
2022-08-30,5.87,5.69,5.93,5.66,192658.0,192658.0
2022-08-31,5.66,5.29,5.68,5.27,298192.0,298192.0
2022-09-01,5.3,5.2,5.38,5.17,154961.0,154961.0
2022-09-02,5.17,5.27,5.34,5.13,127284.0,127284.0
2022-09-05,5.26,5.21,5.32,5.15,116097.0,116097.0
2022-09-06,5.23,5.39,5.44,5.19,164811.0,164811.0
2022-09-07,5.39,5.34,5.41,5.29,99608.0,99608.0
2022-09-08,5.35,5.31,5.51,5.31,159573.0,159573.0
2022-09-09,5.3,5.26,5.33,5.2,89147.0,89147.0
2022-09-13,5.3,5.22,5.3,5.2,83524.0,83524.0
2022-09-14,5.06,5.11,5.18,5.05,80743.0,80743.0
2022-09-15,5.11,4.9,5.16,4.82,175483.0,175483.0
2022-09-16,4.89,4.75,4.92,4.74,108092.0,108092.0
2022-09-19,4.75,4.69,4.8,4.65,91498.0,91498.0
2022-09-20,4.71,4.82,4.88,4.71,100070.0,100070.0
2022-09-21,4.84,4.82,4.86,4.75,74574.0,74574.0
2022-09-22,4.81,4.84,4.92,4.78,75526.0,75526.0
2022-09-23,4.84,4.76,4.85,4.68,85011.0,85011.0
2022-09-26,4.75,4.62,4.78,4.62,86925.0,86925.0
2022-09-27,4.66,4.78,4.82,4.66,103155.0,103155.0
2022-09-28,4.75,4.57,4.81,4.57,88125.0,88125.0
2022-09-29,4.63,4.56,4.69,4.5,73887.0,73887.0
2022-09-30,4.55,4.51,4.59,4.5,73499.0,73499.0
2022-10-10,4.53,4.39,4.56,4.38,90650.0,90650.0
2022-10-11,4.38,4.5,4.53,4.35,75880.0,75880.0
2022-10-12,4.54,4.68,4.69,4.43,92466.0,92466.0
2022-10-13,4.63,4.79,4.84,4.62,124667.0,124667.0
2022-10-14,4.82,4.83,4.87,4.75,102940.0,102940.0
2022-10-17,4.81,4.85,4.89,4.79,89517.0,89517.0
2022-10-18,4.87,4.97,5.02,4.86,118413.0,118413.0
2022-10-19,4.98,4.96,5.06,4.95,97119.0,97119.0
2022-10-20,4.88,4.9,4.95,4.81,105960.0,105960.0
2022-10-21,4.94,4.97,5.05,4.91,108453.0,108453.0
2022-10-24,4.96,4.89,5.02,4.84,98082.0,98082.0
2022-10-25,4.89,4.97,5.0,4.79,124751.0,124751.0
2022-10-26,4.98,5.04,5.04,4.94,102435.0,102435.0
2022-10-27,4.96,4.97,5.05,4.88,100196.0,100196.0
2022-10-28,4.99,4.79,4.99,4.76,110984.0,110984.0
2022-10-31,4.93,4.97,5.09,4.82,292611.0,292611.0
2022-11-01,4.98,5.22,5.23,4.97,273903.0,273903.0
2022-11-02,5.2,5.14,5.2,5.12,178593.0,178593.0
2022-11-03,5.07,5.15,5.21,5.07,134304.0,134304.0
2022-11-04,5.18,5.21,5.24,5.13,138393.0,138393.0
2022-11-07,5.21,5.24,5.27,5.14,163597.0,163597.0
2022-11-08,5.25,5.22,5.25,5.16,90287.0,90287.0
2022-11-09,5.21,5.21,5.24,5.18,84553.0,84553.0
2022-11-10,5.16,5.15,5.2,5.13,93907.0,93907.0
2022-11-11,5.25,5.13,5.27,5.12,127574.0,127574.0
2022-11-14,5.18,5.08,5.18,5.08,99249.0,99249.0
2022-11-15,5.06,5.18,5.2,5.02,102397.0,102397.0
2022-11-16,5.19,5.12,5.21,5.09,98319.0,98319.0
2022-11-17,5.06,5.1,5.12,5.02,97846.0,97846.0
2022-11-18,5.1,5.1,5.17,5.06,110450.0,110450.0
