date,open,close,high,low,volume,volume.1
2025-11-25,87.06,83.52,100.0,73.88,266664.0,266664.0
2025-11-26,77.67,80.0,83.98,73.91,201958.0,201958.0
2025-11-27,76.44,74.37,79.44,74.3,115806.0,115806.0
2025-11-28,74.65,71.21,75.57,71.11,104353.0,104353.0
2025-12-01,70.99,67.57,70.99,67.53,99116.0,
2025-12-02,66.52,67.89,68.72,65.01,96127.0,
2025-12-03,66.2,65.0,66.49,65.0,64603.0,
2025-12-04,64.39,64.59,65.86,63.39,52924.0,
2025-12-05,64.0,64.8,65.3,63.71,40573.0,
2025-12-08,64.8,65.02,65.8,64.68,47913.0,
2025-12-09,65.48,67.47,68.27,65.36,78632.0,
2025-12-10,66.8,65.19,66.8,64.95,56545.0,
2025-12-11,64.96,65.05,67.47,64.15,55513.0,
2025-12-12,64.5,64.09,64.59,63.96,36011.0,
2025-12-15,64.08,62.35,64.08,62.3,42514.0,
2025-12-16,61.88,59.0,61.88,58.98,54200.0,
2025-12-17,58.89,59.02,59.19,57.77,36933.0,
2025-12-18,58.6,58.98,60.36,58.4,30353.0,
2025-12-19,59.0,59.56,59.68,58.61,23538.0,
2025-12-22,59.3,59.32,59.88,59.25,25465.0,
2025-12-23,59.31,60.32,60.48,58.88,37045.0,
2025-12-24,60.02,59.97,60.2,59.6,24705.0,
2025-12-25,59.96,59.9,60.19,59.7,21704.0,
2025-12-26,59.73,59.89,60.54,59.62,21885.0,
2025-12-29,60.39,59.97,60.73,59.89,23857.0,
2025-12-30,59.5,59.25,59.56,58.35,22352.0,
2025-12-31,59.47,59.66,59.88,58.71,23679.0,
2026-01-05,59.67,60.34,60.48,59.67,28699.0,
2026-01-06,60.4,63.23,63.55,60.25,66211.0,
2026-01-07,60.89,63.61,64.87,59.83,88602.0,
2026-01-08,63.0,64.7,66.15,62.69,73703.0,
2026-01-09,64.5,66.3,66.96,64.12,60625.0,
2026-01-12,66.31,68.63,69.5,66.31,76944.0,
2026-01-13,68.17,67.8,69.78,66.97,61784.0,
2026-01-14,67.7,66.93,69.48,66.12,57953.0,
2026-01-15,66.58,69.8,71.17,66.58,48884.0,
2026-01-16,70.65,76.78,76.78,70.15,56233.0,
2026-01-19,76.78,84.06,84.46,76.78,99073.0,
2026-01-20,82.19,80.8,86.58,79.42,86886.0,
2026-01-21,80.49,81.7,82.31,78.1,51516.0,
